Archive,PedObserv_ID,Location_ID,DateTime,Direction_1,Direction_2,Total_of_Directions,Sensor_Name
pedestrian-counting-system-monthly-counts-per-hour.zip,191820241213,19,2024-12-13T18:00:00,839,581,1420,LtB210_T
pedestrian-counting-system-monthly-counts-per-hour.zip,6420241215,6,2024-12-15T04:00:00,61,57,118,FliS_T
pedestrian-counting-system-monthly-counts-per-hour.zip,2520241221,2,2024-12-21T05:00:00,8,8,16,Bou283_T
pedestrian-counting-system-monthly-counts-per-hour.zip,302020241207,30,2024-12-07T20:00:00,397,595,992,Lon189_T
pedestrian-counting-system-monthly-counts-per-hour.zip,19020241201,19,2024-12-01T00:00:00,225,307,532,LtB210_T
pedestrian-counting-system-monthly-counts-per-hour.zip,192120241218,19,2024-12-18T21:00:00,368,620,988,LtB210_T
pedestrian-counting-system-monthly-counts-per-hour.zip,672220241209,67,2024-12-09T22:00:00,58,118,176,FLDegS_T
pedestrian-counting-system-monthly-counts-per-hour.zip,521620241207,52,2024-12-07T16:00:00,365,373,738,Eli263_T
pedestrian-counting-system-monthly-counts-per-hour.zip,212220241210,21,2024-12-10T22:00:00,158,190,348,Bourke155_T
pedestrian-counting-system-monthly-counts-per-hour.zip,762120241201,76,2024-12-01T21:00:00,10,8,18,KenMac_T
pedestrian-counting-system-monthly-counts-per-hour.zip,54920241206,54,2024-12-06T09:00:00,71,39,110,Swa607_T
pedestrian-counting-system-monthly-counts-per-hour.zip,451620241204,45,2024-12-04T16:00:00,497,956,1453,Swa148_T
pedestrian-counting-system-monthly-counts-per-hour.zip,131920241207,131,2024-12-07T09:00:00,48,52,100,King2_T
pedestrian-counting-system-monthly-counts-per-hour.zip,2520241204,2,2024-12-04T05:00:00,3,16,19,Bou283_T
pedestrian-counting-system-monthly-counts-per-hour.zip,109020241221,109,2024-12-21T00:00:00,23,50,73,LatWill_T
pedestrian-counting-system-monthly-counts-per-hour.zip,411720241225,41,2024-12-25T17:00:00,1208,1030,2238,Swa31
pedestrian-counting-system-monthly-counts-per-hour.zip,118620241211,118,2024-12-11T06:00:00,1,2,3,Fli114C_T
pedestrian-counting-system-monthly-counts-per-hour.zip,29820241210,29,2024-12-10T08:00:00,157,105,262,AG_T
pedestrian-counting-system-monthly-counts-per-hour.zip,311920241223,31,2024-12-23T19:00:00,191,143,334,Lyg161_T
pedestrian-counting-system-monthly-counts-per-hour.zip,371320241208,37,2024-12-08T13:00:00,80,63,143,Lyg260_T
pedestrian-counting-system-monthly-counts-per-hour.zip,132820241205,132,2024-12-05T08:00:00,158,120,278,King335_T
pedestrian-counting-system-monthly-counts-per-hour.zip,682020241225,68,2024-12-25T20:00:00,93,56,149,FLDegN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,251520241204,25,2024-12-04T15:00:00,706,504,1210,MCEC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,181720241222,18,2024-12-22T17:00:00,93,65,158,Col12_T
pedestrian-counting-system-monthly-counts-per-hour.zip,28720241222,28,2024-12-22T07:00:00,23,44,67,VAC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,442020241226,44,2024-12-26T20:00:00,6,5,11,UM3_T
pedestrian-counting-system-monthly-counts-per-hour.zip,20720241212,20,2024-12-12T07:00:00,32,33,65,LtB170_T
pedestrian-counting-system-monthly-counts-per-hour.zip,25820241222,25,2024-12-22T08:00:00,171,225,396,MCEC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,56620241207,56,2024-12-07T06:00:00,33,20,53,Lon364_T
pedestrian-counting-system-monthly-counts-per-hour.zip,91220241205,9,2024-12-05T12:00:00,863,677,1540,Col700_T
pedestrian-counting-system-monthly-counts-per-hour.zip,108920241216,108,2024-12-16T09:00:00,161,651,812,261Will_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1791320241220,179,2024-12-20T13:00:00,57,47,104,Pow61_T
pedestrian-counting-system-monthly-counts-per-hour.zip,752120241227,75,2024-12-27T21:00:00,19,5,24,SprFli_T
pedestrian-counting-system-monthly-counts-per-hour.zip,71320241210,71,2024-12-10T03:00:00,7,4,11,WestWP_T
pedestrian-counting-system-monthly-counts-per-hour.zip,81320241205,8,2024-12-05T13:00:00,203,367,570,WebBN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1181820241210,118,2024-12-10T18:00:00,23,46,69,Fli114C_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1391320241216,139,2024-12-16T13:00:00,31,51,82,Signal1647_T
pedestrian-counting-system-monthly-counts-per-hour.zip,681920241206,68,2024-12-06T19:00:00,192,117,309,FLDegN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,212320241229,21,2024-12-29T23:00:00,89,112,201,Bourke155_T
pedestrian-counting-system-monthly-counts-per-hour.zip,48320241202,48,2024-12-02T03:00:00,3,13,16,QVMQ_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1091220241231,109,2024-12-31T12:00:00,83,63,146,LatWill_T
pedestrian-counting-system-monthly-counts-per-hour.zip,121020241209,12,2024-12-09T10:00:00,84,121,205,NewQ_T
pedestrian-counting-system-monthly-counts-per-hour.zip,772120241209,77,2024-12-09T21:00:00,130,125,255,HarEsP_T
pedestrian-counting-system-monthly-counts-per-hour.zip,711720241202,71,2024-12-02T17:00:00,26,15,41,WestWP_T
pedestrian-counting-system-monthly-counts-per-hour.zip,211020241211,21,2024-12-11T10:00:00,183,135,318,Bourke155_T
pedestrian-counting-system-monthly-counts-per-hour.zip,721020241231,72,2024-12-31T10:00:00,118,171,289,ACMI_T
pedestrian-counting-system-monthly-counts-per-hour.zip,6920241225,6,2024-12-25T09:00:00,261,255,516,FliS_T
pedestrian-counting-system-monthly-counts-per-hour.zip,51020241223,5,2024-12-23T10:00:00,464,813,1277,PriNW_T
pedestrian-counting-system-monthly-counts-per-hour.zip,162920241209,162,2024-12-09T09:00:00,163,198,361,Eli489_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1791720241222,179,2024-12-22T17:00:00,76,66,142,Pow61_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1311720241224,131,2024-12-24T17:00:00,131,65,196,King2_T
pedestrian-counting-system-monthly-counts-per-hour.zip,18820241207,18,2024-12-07T08:00:00,28,24,52,Col12_T
pedestrian-counting-system-monthly-counts-per-hour.zip,762220241211,76,2024-12-11T22:00:00,2,7,9,KenMac_T
pedestrian-counting-system-monthly-counts-per-hour.zip,761120241224,76,2024-12-24T11:00:00,57,47,104,KenMac_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1302220241221,130,2024-12-21T22:00:00,6,3,9,Bou892T
pedestrian-counting-system-monthly-counts-per-hour.zip,681420241207,68,2024-12-07T14:00:00,331,217,548,FLDegN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,62820241207,62,2024-12-07T08:00:00,49,74,123,Lat224_T
pedestrian-counting-system-monthly-counts-per-hour.zip,202120241209,20,2024-12-09T21:00:00,128,249,377,LtB170_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1391620241218,139,2024-12-18T16:00:00,181,38,219,Signal1647_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1320241229,1,2024-12-29T03:00:00,7,25,32,Bou292_T
pedestrian-counting-system-monthly-counts-per-hour.zip,47220241203,47,2024-12-03T02:00:00,20,35,55,Eli250_T
pedestrian-counting-system-monthly-counts-per-hour.zip,851420241203,85,2024-12-03T14:00:00,79,78,157,488Mac_T
pedestrian-counting-system-monthly-counts-per-hour.zip,67720241201,67,2024-12-01T07:00:00,45,41,86,FLDegS_T
pedestrian-counting-system-monthly-counts-per-hour.zip,101720241223,10,2024-12-23T17:00:00,158,42,200,BouHbr_T
pedestrian-counting-system-monthly-counts-per-hour.zip,69920241203,69,2024-12-03T09:00:00,258,122,380,FLDegC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,142320241209,14,2024-12-09T23:00:00,289,63,352,SanBri_T
pedestrian-counting-system-monthly-counts-per-hour.zip,44720241210,44,2024-12-10T07:00:00,18,13,31,UM3_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1351820241206,135,2024-12-06T18:00:00,439,457,896,Spen161_T
pedestrian-counting-system-monthly-counts-per-hour.zip,124820241228,124,2024-12-28T08:00:00,2,4,6,BirBridge_T_2
pedestrian-counting-system-monthly-counts-per-hour.zip,58620241206,58,2024-12-06T06:00:00,210,44,254,Bou688_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1371820241205,137,2024-12-05T18:00:00,11,33,44,BouHbr2353_T
pedestrian-counting-system-monthly-counts-per-hour.zip,842120241212,84,2024-12-12T21:00:00,744,1139,1883,ElFi_T
pedestrian-counting-system-monthly-counts-per-hour.zip,24120241219,24,2024-12-19T01:00:00,16,15,31,Col620_T
pedestrian-counting-system-monthly-counts-per-hour.zip,231520241205,23,2024-12-05T15:00:00,202,490,692,Col623_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1621220241216,162,2024-12-16T12:00:00,281,343,624,Eli489_T
pedestrian-counting-system-monthly-counts-per-hour.zip,162320241217,162,2024-12-17T03:00:00,13,6,19,Eli489_T
pedestrian-counting-system-monthly-counts-per-hour.zip,111220241204,11,2024-12-04T12:00:00,139,136,275,WatCit_T
pedestrian-counting-system-monthly-counts-per-hour.zip,77320241222,77,2024-12-22T03:00:00,6,0,6,HarEsP_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1371020241208,137,2024-12-08T10:00:00,4,9,13,BouHbr2353_T
pedestrian-counting-system-monthly-counts-per-hour.zip,142720241220,142,2024-12-20T07:00:00,189,161,350,Hammer1584_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1611020241224,161,2024-12-24T10:00:00,72,62,134,BirArt1109_T
pedestrian-counting-system-monthly-counts-per-hour.zip,271720241219,27,2024-12-19T17:00:00,137,77,214,Vic_T
pedestrian-counting-system-monthly-counts-per-hour.zip,2020241226,2,2024-12-26T00:00:00,22,64,86,Bou283_T
pedestrian-counting-system-monthly-counts-per-hour.zip,25620241205,25,2024-12-05T06:00:00,124,169,293,MCEC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,66720241227,66,2024-12-27T07:00:00,39,69,108,QVN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,61920241209,61,2024-12-09T09:00:00,224,380,604,RMIT14_T
pedestrian-counting-system-monthly-counts-per-hour.zip,6520241219,6,2024-12-19T05:00:00,63,81,144,FliS_T
pedestrian-counting-system-monthly-counts-per-hour.zip,47520241229,47,2024-12-29T05:00:00,32,53,85,Eli250_T
pedestrian-counting-system-monthly-counts-per-hour.zip,165720241211,165,2024-12-11T07:00:00,18,35,53,Spen475_T
pedestrian-counting-system-monthly-counts-per-hour.zip,131420241227,131,2024-12-27T04:00:00,11,53,64,King2_T
pedestrian-counting-system-monthly-counts-per-hour.zip,682320241202,68,2024-12-02T23:00:00,7,1,8,FLDegN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,36520241230,36,2024-12-30T05:00:00,15,2,17,Que85_T
pedestrian-counting-system-monthly-counts-per-hour.zip,611520241210,61,2024-12-10T15:00:00,455,639,1094,RMIT14_T
pedestrian-counting-system-monthly-counts-per-hour.zip,63120241215,63,2024-12-15T01:00:00,10,139,149,Bou231_T
pedestrian-counting-system-monthly-counts-per-hour.zip,101720241206,10,2024-12-06T17:00:00,123,48,171,BouHbr_T
pedestrian-counting-system-monthly-counts-per-hour.zip,481220241201,48,2024-12-01T12:00:00,538,407,945,QVMQ_T
pedestrian-counting-system-monthly-counts-per-hour.zip,61920241219,6,2024-12-19T19:00:00,1198,1122,2320,FliS_T
pedestrian-counting-system-monthly-counts-per-hour.zip,681020241201,68,2024-12-01T10:00:00,102,96,198,FLDegN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1520241213,1,2024-12-13T05:00:00,4,15,19,Bou292_T
pedestrian-counting-system-monthly-counts-per-hour.zip,591920241204,59,2024-12-04T19:00:00,218,155,373,RMIT_T
pedestrian-counting-system-monthly-counts-per-hour.zip,612320241216,61,2024-12-16T23:00:00,106,40,146,RMIT14_T
pedestrian-counting-system-monthly-counts-per-hour.zip,631520241226,63,2024-12-26T15:00:00,342,352,694,Bou231_T
pedestrian-counting-system-monthly-counts-per-hour.zip,511020241205,51,2024-12-05T10:00:00,67,106,173,Fra118_T
pedestrian-counting-system-monthly-counts-per-hour.zip,592020241206,59,2024-12-06T20:00:00,194,160,354,RMIT_T
pedestrian-counting-system-monthly-counts-per-hour.zip,44820241203,44,2024-12-03T08:00:00,34,30,64,UM3_T
pedestrian-counting-system-monthly-counts-per-hour.zip,166620241226,166,2024-12-26T06:00:00,4,4,8,Spen484_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1391720241218,139,2024-12-18T17:00:00,238,58,296,Signal1647_T
pedestrian-counting-system-monthly-counts-per-hour.zip,441820241216,44,2024-12-16T18:00:00,32,21,53,UM3_T
pedestrian-counting-system-monthly-counts-per-hour.zip,165420241217,165,2024-12-17T04:00:00,1,0,1,Spen475_T
pedestrian-counting-system-monthly-counts-per-hour.zip,111620241212,11,2024-12-12T16:00:00,113,46,159,WatCit_T
pedestrian-counting-system-monthly-counts-per-hour.zip,661820241216,66,2024-12-16T18:00:00,756,783,1539,QVN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1071020241231,107,2024-12-31T10:00:00,76,81,157,280Will_T
pedestrian-counting-system-monthly-counts-per-hour.zip,212220241227,21,2024-12-27T22:00:00,219,356,575,Bourke155_T
pedestrian-counting-system-monthly-counts-per-hour.zip,133320241214,133,2024-12-14T03:00:00,24,33,57,Spen229_T
pedestrian-counting-system-monthly-counts-per-hour.zip,49320241227,49,2024-12-27T03:00:00,14,14,28,Eli501_T
pedestrian-counting-system-monthly-counts-per-hour.zip,581720241221,58,2024-12-21T17:00:00,669,285,954,Bou688_T
pedestrian-counting-system-monthly-counts-per-hour.zip,69820241210,69,2024-12-10T08:00:00,266,94,360,FLDegC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,661620241213,66,2024-12-13T16:00:00,1243,1381,2624,QVN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,14420241222,14,2024-12-22T04:00:00,62,7,69,SanBri_T
pedestrian-counting-system-monthly-counts-per-hour.zip,711820241203,71,2024-12-03T18:00:00,22,26,48,WestWP_T
pedestrian-counting-system-monthly-counts-per-hour.zip,212020241218,21,2024-12-18T20:00:00,340,448,788,Bourke155_T
pedestrian-counting-system-monthly-counts-per-hour.zip,2120241219,2,2024-12-19T01:00:00,5,16,21,Bou283_T
pedestrian-counting-system-monthly-counts-per-hour.zip,471320241201,47,2024-12-01T13:00:00,1247,1482,2729,Eli250_T
pedestrian-counting-system-monthly-counts-per-hour.zip,87120241214,87,2024-12-14T01:00:00,11,4,15,Errol23_T
pedestrian-counting-system-monthly-counts-per-hour.zip,111720241214,11,2024-12-14T17:00:00,193,141,334,WatCit_T
pedestrian-counting-system-monthly-counts-per-hour.zip,721820241211,72,2024-12-11T18:00:00,222,690,912,ACMI_T
pedestrian-counting-system-monthly-counts-per-hour.zip,4620241213,4,2024-12-13T06:00:00,135,84,219,Swa123_T
pedestrian-counting-system-monthly-counts-per-hour.zip,471220241227,47,2024-12-27T12:00:00,780,1089,1869,Eli250_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1391220241225,139,2024-12-25T12:00:00,37,33,70,Signal1647_T
pedestrian-counting-system-monthly-counts-per-hour.zip,3420241204,3,2024-12-04T04:00:00,9,7,16,Swa295_T
pedestrian-counting-system-monthly-counts-per-hour.zip,78020241219,78,2024-12-19T00:00:00,0,6,6,HarEsB_T
pedestrian-counting-system-monthly-counts-per-hour.zip,841920241228,84,2024-12-28T19:00:00,862,1281,2143,ElFi_T
pedestrian-counting-system-monthly-counts-per-hour.zip,42620241218,42,2024-12-18T06:00:00,14,27,41,UM1_T
pedestrian-counting-system-monthly-counts-per-hour.zip,45820241211,45,2024-12-11T08:00:00,223,355,578,Swa148_T
pedestrian-counting-system-monthly-counts-per-hour.zip,165520241208,165,2024-12-08T05:00:00,4,3,7,Spen475_T
pedestrian-counting-system-monthly-counts-per-hour.zip,24220241229,24,2024-12-29T02:00:00,38,44,82,Col620_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1232020241226,123,2024-12-26T20:00:00,19,13,32,BirBridge_T_1
pedestrian-counting-system-monthly-counts-per-hour.zip,282320241215,28,2024-12-15T23:00:00,128,35,163,VAC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,541520241224,54,2024-12-24T15:00:00,70,86,156,Swa607_T
pedestrian-counting-system-monthly-counts-per-hour.zip,471220241210,47,2024-12-10T12:00:00,791,1047,1838,Eli250_T
pedestrian-counting-system-monthly-counts-per-hour.zip,451420241216,45,2024-12-16T14:00:00,271,541,812,Swa148_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1311420241202,131,2024-12-02T14:00:00,139,74,213,King2_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1321220241205,132,2024-12-05T12:00:00,170,172,342,King335_T
pedestrian-counting-system-monthly-counts-per-hour.zip,171820241210,17,2024-12-10T18:00:00,234,375,609,Col15_T
pedestrian-counting-system-monthly-counts-per-hour.zip,681420241224,68,2024-12-24T14:00:00,310,290,600,FLDegN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,181220241224,18,2024-12-24T12:00:00,130,149,279,Col12_T
pedestrian-counting-system-monthly-counts-per-hour.zip,78320241230,78,2024-12-30T03:00:00,0,3,3,HarEsB_T
pedestrian-counting-system-monthly-counts-per-hour.zip,401520241201,40,2024-12-01T15:00:00,242,127,369,Spr201_T
pedestrian-counting-system-monthly-counts-per-hour.zip,621420241212,62,2024-12-12T14:00:00,197,201,398,Lat224_T
pedestrian-counting-system-monthly-counts-per-hour.zip,27420241220,27,2024-12-20T04:00:00,6,1,7,Vic_T
pedestrian-counting-system-monthly-counts-per-hour.zip,692320241210,69,2024-12-10T23:00:00,15,4,19,FLDegC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1431820241217,143,2024-12-17T18:00:00,139,185,324,Spencer_T
pedestrian-counting-system-monthly-counts-per-hour.zip,54920241227,54,2024-12-27T09:00:00,29,28,57,Swa607_T
pedestrian-counting-system-monthly-counts-per-hour.zip,531520241218,53,2024-12-18T15:00:00,979,653,1632,Col254_T
pedestrian-counting-system-monthly-counts-per-hour.zip,70520241218,70,2024-12-18T05:00:00,1,2,3,Errol20_T
pedestrian-counting-system-monthly-counts-per-hour.zip,201220241202,20,2024-12-02T12:00:00,208,215,423,LtB170_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1611620241216,161,2024-12-16T16:00:00,31,18,49,BirArt1109_T
pedestrian-counting-system-monthly-counts-per-hour.zip,611420241217,61,2024-12-17T14:00:00,424,475,899,RMIT14_T
pedestrian-counting-system-monthly-counts-per-hour.zip,9020241208,9,2024-12-08T00:00:00,23,37,60,Col700_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1671620241211,167,2024-12-11T16:00:00,25,25,50,Lat526_T_2
pedestrian-counting-system-monthly-counts-per-hour.zip,181920241207,18,2024-12-07T19:00:00,95,47,142,Col12_T
pedestrian-counting-system-monthly-counts-per-hour.zip,62820241205,62,2024-12-05T08:00:00,74,115,189,Lat224_T
pedestrian-counting-system-monthly-counts-per-hour.zip,852020241221,85,2024-12-21T20:00:00,36,35,71,488Mac_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1401320241228,140,2024-12-28T13:00:00,85,42,127,Boyd2837_T
pedestrian-counting-system-monthly-counts-per-hour.zip,631420241218,63,2024-12-18T14:00:00,387,537,924,Bou231_T
pedestrian-counting-system-monthly-counts-per-hour.zip,3520241216,3,2024-12-16T05:00:00,21,35,56,Swa295_T
pedestrian-counting-system-monthly-counts-per-hour.zip,661920241203,66,2024-12-03T19:00:00,987,1079,2066,QVN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,692120241219,69,2024-12-19T21:00:00,1,1,2,FLDegC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,191020241208,19,2024-12-08T10:00:00,217,217,434,LtB210_T
pedestrian-counting-system-monthly-counts-per-hour.zip,871120241206,87,2024-12-06T11:00:00,91,70,161,Errol23_T
pedestrian-counting-system-monthly-counts-per-hour.zip,8720241221,8,2024-12-21T07:00:00,51,52,103,WebBN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,14320241225,14,2024-12-25T03:00:00,72,11,83,SanBri_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1301920241208,130,2024-12-08T19:00:00,37,17,54,Bou892T
pedestrian-counting-system-monthly-counts-per-hour.zip,121920241212,12,2024-12-12T19:00:00,268,241,509,NewQ_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1611920241208,161,2024-12-08T19:00:00,413,276,689,BirArt1109_T
pedestrian-counting-system-monthly-counts-per-hour.zip,471320241216,47,2024-12-16T13:00:00,633,669,1302,Eli250_T
pedestrian-counting-system-monthly-counts-per-hour.zip,441420241206,44,2024-12-06T14:00:00,39,43,82,UM3_T
pedestrian-counting-system-monthly-counts-per-hour.zip,45020241205,45,2024-12-05T00:00:00,41,82,123,Swa148_T
pedestrian-counting-system-monthly-counts-per-hour.zip,852020241206,85,2024-12-06T20:00:00,60,54,114,488Mac_T
pedestrian-counting-system-monthly-counts-per-hour.zip,20020241213,20,2024-12-13T00:00:00,72,115,187,LtB170_T
pedestrian-counting-system-monthly-counts-per-hour.zip,52620241213,52,2024-12-13T06:00:00,23,20,43,Eli263_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1371920241228,137,2024-12-28T19:00:00,40,41,81,BouHbr2353_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1181120241206,118,2024-12-06T11:00:00,27,32,59,Fli114C_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1652320241202,165,2024-12-02T23:00:00,1,2,3,Spen475_T
pedestrian-counting-system-monthly-counts-per-hour.zip,130720241217,130,2024-12-17T07:00:00,6,9,15,Bou892T
pedestrian-counting-system-monthly-counts-per-hour.zip,291920241231,29,2024-12-31T19:00:00,107,474,581,AG_T
pedestrian-counting-system-monthly-counts-per-hour.zip,531320241213,53,2024-12-13T13:00:00,968,779,1747,Col254_T
pedestrian-counting-system-monthly-counts-per-hour.zip,621220241229,62,2024-12-29T12:00:00,135,67,202,Lat224_T
pedestrian-counting-system-monthly-counts-per-hour.zip,472120241210,47,2024-12-10T21:00:00,466,343,809,Eli250_T
pedestrian-counting-system-monthly-counts-per-hour.zip,682320241214,68,2024-12-14T23:00:00,90,38,128,FLDegN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,421920241205,42,2024-12-05T19:00:00,49,83,132,UM1_T
pedestrian-counting-system-monthly-counts-per-hour.zip,3820241230,3,2024-12-30T08:00:00,93,170,263,Swa295_T
pedestrian-counting-system-monthly-counts-per-hour.zip,85920241203,85,2024-12-03T09:00:00,114,90,204,488Mac_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1321720241210,132,2024-12-10T17:00:00,199,154,353,King335_T
pedestrian-counting-system-monthly-counts-per-hour.zip,701720241206,70,2024-12-06T17:00:00,177,178,355,Errol20_T
pedestrian-counting-system-monthly-counts-per-hour.zip,311920241212,31,2024-12-12T19:00:00,227,160,387,Lyg161_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1081220241211,108,2024-12-11T12:00:00,340,439,779,261Will_T
pedestrian-counting-system-monthly-counts-per-hour.zip,87520241204,87,2024-12-04T05:00:00,7,5,12,Errol23_T
pedestrian-counting-system-monthly-counts-per-hour.zip,431720241210,43,2024-12-10T17:00:00,162,119,281,UM2_T
pedestrian-counting-system-monthly-counts-per-hour.zip,682120241229,68,2024-12-29T21:00:00,110,107,217,FLDegN_T
pedestrian-counting-system-monthly-counts-per-hour.zip,27620241224,27,2024-12-24T06:00:00,55,86,141,Vic_T
pedestrian-counting-system-monthly-counts-per-hour.zip,2020241221,2,2024-12-21T00:00:00,49,110,159,Bou283_T
pedestrian-counting-system-monthly-counts-per-hour.zip,531420241224,53,2024-12-24T14:00:00,862,618,1480,Col254_T
pedestrian-counting-system-monthly-counts-per-hour.zip,352220241211,35,2024-12-11T22:00:00,1026,1585,2611,SouthB_T
pedestrian-counting-system-monthly-counts-per-hour.zip,251320241223,25,2024-12-23T13:00:00,545,880,1425,MCEC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,40320241222,40,2024-12-22T03:00:00,5,0,5,Spr201_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1361420241203,136,2024-12-03T14:00:00,50,36,86,BirFed1120_T
pedestrian-counting-system-monthly-counts-per-hour.zip,19720241225,19,2024-12-25T07:00:00,6,8,14,LtB210_T
pedestrian-counting-system-monthly-counts-per-hour.zip,78820241207,78,2024-12-07T08:00:00,16,25,41,HarEsB_T
pedestrian-counting-system-monthly-counts-per-hour.zip,231020241213,23,2024-12-13T10:00:00,241,192,433,Col623_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1391320241221,139,2024-12-21T13:00:00,51,58,109,Signal1647_T
pedestrian-counting-system-monthly-counts-per-hour.zip,75320241228,75,2024-12-28T03:00:00,1,0,1,SprFli_T
pedestrian-counting-system-monthly-counts-per-hour.zip,771520241203,77,2024-12-03T15:00:00,103,81,184,HarEsP_T
pedestrian-counting-system-monthly-counts-per-hour.zip,71820241229,71,2024-12-29T08:00:00,3,1,4,WestWP_T
pedestrian-counting-system-monthly-counts-per-hour.zip,311620241218,31,2024-12-18T16:00:00,117,99,216,Lyg161_T
pedestrian-counting-system-monthly-counts-per-hour.zip,43520241228,43,2024-12-28T05:00:00,0,1,1,UM2_T
pedestrian-counting-system-monthly-counts-per-hour.zip,165420241231,165,2024-12-31T04:00:00,0,1,1,Spen475_T
pedestrian-counting-system-monthly-counts-per-hour.zip,49520241216,49,2024-12-16T05:00:00,15,18,33,Eli501_T
pedestrian-counting-system-monthly-counts-per-hour.zip,49520241206,49,2024-12-06T05:00:00,21,30,51,Eli501_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1381420241202,138,2024-12-02T14:00:00,11,7,18,EntPark1671_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1381320241203,138,2024-12-03T13:00:00,15,11,26,EntPark1671_T
pedestrian-counting-system-monthly-counts-per-hour.zip,161720241210,161,2024-12-10T07:00:00,92,173,265,BirArt1109_T
pedestrian-counting-system-monthly-counts-per-hour.zip,782220241213,78,2024-12-13T22:00:00,7,16,23,HarEsB_T
pedestrian-counting-system-monthly-counts-per-hour.zip,712020241218,71,2024-12-18T20:00:00,6,1,7,WestWP_T
pedestrian-counting-system-monthly-counts-per-hour.zip,481520241226,48,2024-12-26T15:00:00,87,89,176,QVMQ_T
pedestrian-counting-system-monthly-counts-per-hour.zip,691220241207,69,2024-12-07T12:00:00,334,277,611,FLDegC_T
pedestrian-counting-system-monthly-counts-per-hour.zip,752320241227,75,2024-12-27T23:00:00,4,5,9,SprFli_T
pedestrian-counting-system-monthly-counts-per-hour.zip,45520241201,45,2024-12-01T05:00:00,15,50,65,Swa148_T
pedestrian-counting-system-monthly-counts-per-hour.zip,1071920241214,107,2024-12-14T19:00:00,91,129,220,280Will_T
pedestrian-counting-system-monthly-counts-per-hour.zip,52920241212,52,2024-12-12T09:00:00,146,173,319,Eli263_T
pedestrian-counting-system-monthly-counts-per-hour.zip,461120241225,46,2024-12-25T11:00:00,10,3,13,Pel147_T
pedestrian-counting-system-monthly-counts-per-hour.zip,91920241204,9,2024-12-04T19:00:00,298,91,389,Col700_T
pedestrian-counting-system-monthly-counts-per-hour.zip,42420241231,42,2024-12-31T04:00:00,1,1,2,UM1_T
pedestrian-counting-system-monthly-counts-per-hour.zip,511020241210,51,2024-12-10T10:00:00,76,93,169,Fra118_T
