num_expediente,fecha,hora,localizacion,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2025S000056,2025-01-01,00:49:00,CALL. LOPEZ DE HOYOS / CALL. ROS DE OLANO,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Ciclomotor,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442966,4477385,false,false
2025S000056,2025-01-01,00:49:00,CALL. LOPEZ DE HOYOS / CALL. ROS DE OLANO,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,442966,4477385,false,false
2025S000056,2025-01-01,00:49:00,CALL. LOPEZ DE HOYOS / CALL. ROS DE OLANO,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,442966,4477385,false,false
2025S000057,2025-01-01,02:20:00,GTA. RIO ZANCARA / CALL. ARROYO DE POZUELO,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,,Desconocido,433911,4478290,false,false
2025S000057,2025-01-01,02:20:00,GTA. RIO ZANCARA / CALL. ARROYO DE POZUELO,9,MONCLOA-ARAVACA,Colisión lateral,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,,Desconocido,433911,4478290,false,false
2025S000058,2025-01-01,03:18:00,CALL. GALLUR,10,LATINA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,437019,4471984,true,false
2025S000060,2025-01-01,04:00:00,CALL. LUCHANA / CALL. EGUILAZ,7,CHAMBERÍ,Colisión lateral,Despejado,Maquinaria de obras,Conductor,De 55 a 59 años,Hombre,,Desconocido,440567,4475699,false,false
2025S000060,2025-01-01,04:00:00,CALL. LUCHANA / CALL. EGUILAZ,7,CHAMBERÍ,Colisión lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,440567,4475699,false,false
2025S000061,2025-01-01,03:30:00,AVDA. PABLO IGLESIAS,6,TETUÁN,Colisión fronto-lateral,,Turismo,Conductor,De 50 a 54 años,Hombre,,Desconocido,439772,4477959,false,false
2025S000061,2025-01-01,03:30:00,AVDA. PABLO IGLESIAS,6,TETUÁN,Colisión fronto-lateral,,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,439772,4477959,false,false
2025S000063,2025-01-01,06:58:00,CALL. PRINCESA,1,CENTRO,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,439427,4475473,true,false
2025S000063,2025-01-01,06:58:00,CALL. PRINCESA,1,CENTRO,Alcance,Despejado,Motocicleta hasta 125cc,Pasajero,De 35 a 39 años,Mujer,,Desconocido,439427,4475473,false,false
2025S000063,2025-01-01,06:58:00,CALL. PRINCESA,1,CENTRO,Alcance,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,439427,4475473,false,false
2025S000064,2025-01-01,07:10:00,PASEO. ARTILLEROS / CALL. CALAHORRA,19,VICÁLVARO,Choque contra obstáculo fijo,,Turismo,Conductor,De 30 a 34 años,Mujer,,Desconocido,448291,4473199,true,false
2025S000064,2025-01-01,07:10:00,PASEO. ARTILLEROS / CALL. CALAHORRA,19,VICÁLVARO,Choque contra obstáculo fijo,,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,448291,4473199,false,false
2025S000064,2025-01-01,07:10:00,PASEO. ARTILLEROS / CALL. CALAHORRA,19,VICÁLVARO,Choque contra obstáculo fijo,,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,448291,4473199,false,false
2025S000065,2025-01-01,07:30:00,CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR DIEGO DE VALDERRABANO,14,MORATALAZ,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 25 a 29 años,Mujer,,Desconocido,444161,4473548,false,false
2025S000065,2025-01-01,07:30:00,CALL. CAMINO DE LOS VINATEROS / CALL. CORREGIDOR DIEGO DE VALDERRABANO,14,MORATALAZ,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,,Desconocido,444161,4473548,false,false
2025S000069,2025-01-01,07:50:00,CALL. MIGUEL PALACIOS / AVDA. PEÑA PRIETA,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Motocicleta hasta 125cc,Conductor,Desconocido,Desconocido,,Desconocido,443545,4472565,false,false
2025S000069,2025-01-01,07:50:00,CALL. MIGUEL PALACIOS / AVDA. PEÑA PRIETA,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,443545,4472565,false,false
2025S000069,2025-01-01,07:50:00,CALL. MIGUEL PALACIOS / AVDA. PEÑA PRIETA,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,443545,4472565,false,false
2025S000069,2025-01-01,07:50:00,CALL. MIGUEL PALACIOS / AVDA. PEÑA PRIETA,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,443545,4472565,false,false
2025S000069,2025-01-01,07:50:00,CALL. MIGUEL PALACIOS / AVDA. PEÑA PRIETA,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,443545,4472565,false,false
2025S000070,2025-01-01,08:05:00,AVDA. ALBUFERA / CALL. CANTALAPIEDRA,13,PUENTE DE VALLECAS,Alcance,Despejado,Furgoneta,Conductor,De 55 a 59 años,Mujer,,Desconocido,444319,4471444,false,false
2025S000070,2025-01-01,08:05:00,AVDA. ALBUFERA / CALL. CANTALAPIEDRA,13,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,444319,4471444,false,false
2025S000072,2025-01-01,07:30:00,CALL. EMBALSE DE NAVACERRADA,18,VILLA DE VALLECAS,Alcance,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,,Desconocido,449221,4467966,false,false
2025S000072,2025-01-01,07:30:00,CALL. EMBALSE DE NAVACERRADA,18,VILLA DE VALLECAS,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,449221,4467966,false,false
2025S000072,2025-01-01,07:30:00,CALL. EMBALSE DE NAVACERRADA,18,VILLA DE VALLECAS,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,449221,4467966,false,false
2025S000074,2025-01-01,10:00:00,CALL. MATEO INURRIA,5,CHAMARTÍN,Otro,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,,Desconocido,441824,4479788,false,false
2025S000076,2025-01-01,08:00:00,CALL. MISTERIOS,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,445740,4476666,true,false
2025S000076,2025-01-01,08:00:00,CALL. MISTERIOS,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,445740,4476666,false,false
2025S000076,2025-01-01,08:00:00,CALL. MISTERIOS,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,445740,4476666,false,false
2025S000079,2025-01-01,09:20:00,CALL. LUIS MARTINEZ FEDUCHI,16,HORTALEZA,Choque contra obstáculo fijo,,Turismo,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,445608,4483449,false,false
2025S000081,2025-01-01,12:00:00,CALL. JUSTA GARCIA,12,USERA,Colisión lateral,,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,439770,4470485,,false
2025S000081,2025-01-01,12:00:00,CALL. JUSTA GARCIA,12,USERA,Colisión lateral,,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,439770,4470485,false,false
2025S000082,2025-01-01,12:30:00,AVDA. NICETO ALCALA ZAMORA / CALL. JULIO CASARES,16,HORTALEZA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,445225,4482368,false,false
2025S000082,2025-01-01,12:30:00,AVDA. NICETO ALCALA ZAMORA / CALL. JULIO CASARES,16,HORTALEZA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,445225,4482368,false,false
2025S000085,2025-01-01,14:40:00,CALL. SANTUARIO / CALL. CRISTO DE LEPANTO,12,USERA,Alcance,Despejado,Motocicleta hasta 125cc,Conductor,De 30 a 34 años,Mujer,3,Ingreso superior a 24 horas,440626,4470360,false,false
2025S000085,2025-01-01,14:40:00,CALL. SANTUARIO / CALL. CRISTO DE LEPANTO,12,USERA,Alcance,Despejado,Turismo,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,440626,4470360,false,false
2025S000085,2025-01-01,14:40:00,CALL. SANTUARIO / CALL. CRISTO DE LEPANTO,12,USERA,Alcance,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,440626,4470360,false,false
2025S000085,2025-01-01,14:40:00,CALL. SANTUARIO / CALL. CRISTO DE LEPANTO,12,USERA,Alcance,Despejado,Turismo,Pasajero,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,440626,4470360,false,false
2025S000086,2025-01-01,14:50:00,PLAZA. ALSACIA,20,SAN BLAS-CANILLEJAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,447046,4474268,false,true
2025S000087,2025-01-01,15:00:00,GTA. OSWALDO PAYA SARDIÑAS / CALL. LAS PEDROÑERAS,16,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 18 a 20 años,Hombre,,Desconocido,446111,4479587,false,false
2025S000087,2025-01-01,15:00:00,GTA. OSWALDO PAYA SARDIÑAS / CALL. LAS PEDROÑERAS,16,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,446111,4479587,false,false
2025S000087,2025-01-01,15:00:00,GTA. OSWALDO PAYA SARDIÑAS / CALL. LAS PEDROÑERAS,16,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 10 a 14 años,Mujer,,Desconocido,446111,4479587,false,false
2025S000087,2025-01-01,15:00:00,GTA. OSWALDO PAYA SARDIÑAS / CALL. LAS PEDROÑERAS,16,HORTALEZA,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 50 a 54 años,Hombre,,Desconocido,446111,4479587,false,false
2025S000088,2025-01-01,17:10:00,CALL. OCA / CALL. GENERAL RICARDOS,11,CARABANCHEL,Otro,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437920,4471163,false,false
2025S000088,2025-01-01,17:10:00,CALL. OCA / CALL. GENERAL RICARDOS,11,CARABANCHEL,Otro,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,437920,4471163,false,false
2025S000089,2025-01-01,17:15:00,CALL. DOCTOR CASTELO,3,RETIRO,Colisión lateral,,Turismo,Conductor,De 40 a 44 años,Mujer,,Desconocido,443056,4474604,false,false
2025S000089,2025-01-01,17:15:00,CALL. DOCTOR CASTELO,3,RETIRO,Colisión lateral,,Turismo,Conductor,De 45 a 49 años,Mujer,,Desconocido,443056,4474604,false,false
2025S000095,2025-01-01,19:50:00,CALL. ISABELITA USERA,12,USERA,Alcance,Despejado,Turismo,Conductor,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,439909,4470633,false,false
2025S000095,2025-01-01,19:50:00,CALL. ISABELITA USERA,12,USERA,Alcance,Despejado,Turismo,Conductor,De 40 a 44 años,Mujer,14,Sin asistencia sanitaria,439909,4470633,false,false
2025S000097,2025-01-01,19:45:00,CALL. GENEROSIDAD / CALL. VILLAFUERTE,17,VILLAVERDE,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441441,4467570,false,false
2025S000099,2025-01-01,18:52:00,CALL. CARDENAL SILICEO,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,443148,4477296,false,false
2025S000099,2025-01-01,18:52:00,CALL. CARDENAL SILICEO,5,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,443148,4477296,false,false
2025S000100,2025-01-01,14:30:00,CALL. FRANCISCO VILLAESPESA / CALL. LAGO CONSTANZA,15,CIUDAD LINEAL,Colisión lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,445215,4475591,false,false
2025S000100,2025-01-01,14:30:00,CALL. FRANCISCO VILLAESPESA / CALL. LAGO CONSTANZA,15,CIUDAD LINEAL,Colisión lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Mujer,14,Sin asistencia sanitaria,445215,4475591,false,false
2025S000100,2025-01-01,14:30:00,CALL. FRANCISCO VILLAESPESA / CALL. LAGO CONSTANZA,15,CIUDAD LINEAL,Colisión lateral,Despejado,Turismo,Pasajero,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,445215,4475591,false,false
2025S000100,2025-01-01,14:30:00,CALL. FRANCISCO VILLAESPESA / CALL. LAGO CONSTANZA,15,CIUDAD LINEAL,Colisión lateral,Despejado,Turismo,Pasajero,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,445215,4475591,false,false
2025S000100,2025-01-01,14:30:00,CALL. FRANCISCO VILLAESPESA / CALL. LAGO CONSTANZA,15,CIUDAD LINEAL,Colisión lateral,Despejado,Turismo,Pasajero,Más de 74 años,Mujer,14,Sin asistencia sanitaria,445215,4475591,false,false
2025S000101,2025-01-01,19:35:00,CALL. VALLE DE MENA / CALL. CANDIDO MATEOS,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Turismo,Conductor,De 21 a 24 años,Hombre,,Desconocido,439059,4480288,false,false
2025S000101,2025-01-01,19:35:00,CALL. VALLE DE MENA / CALL. CANDIDO MATEOS,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,,Desconocido,439059,4480288,false,false
2025S000101,2025-01-01,19:35:00,CALL. VALLE DE MENA / CALL. CANDIDO MATEOS,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Turismo,Pasajero,De 35 a 39 años,Mujer,,Desconocido,439059,4480288,false,false
2025S000101,2025-01-01,19:35:00,CALL. VALLE DE MENA / CALL. CANDIDO MATEOS,8,FUENCARRAL-EL PARDO,Colisión lateral,Despejado,Turismo,Pasajero,Menor de 5 años,Mujer,,Desconocido,439059,4480288,false,false
2025S000102,2025-01-01,19:50:00,CALL. SAMANIEGO / CALL. ARRASTARIA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Motocicleta > 125cc,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,450387,4477438,false,false
2025S000102,2025-01-01,19:50:00,CALL. SAMANIEGO / CALL. ARRASTARIA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,14,Sin asistencia sanitaria,450387,4477438,false,false
2025S000102,2025-01-01,19:50:00,CALL. SAMANIEGO / CALL. ARRASTARIA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 15 a 17 años,Mujer,14,Sin asistencia sanitaria,450387,4477438,false,false
2025S000102,2025-01-01,19:50:00,CALL. SAMANIEGO / CALL. ARRASTARIA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,450387,4477438,false,false
2025S000103,2025-01-01,20:20:00,CALL. PUERTO ALTO / CALL. SIERRA DEL CASTILLO,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,,Desconocido,443283,4471608,false,false
2025S000103,2025-01-01,20:20:00,CALL. PUERTO ALTO / CALL. SIERRA DEL CASTILLO,13,PUENTE DE VALLECAS,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,443283,4471608,false,false
2025S000104,2025-01-01,20:00:00,AVDA. CANILLEJAS A VICALVARO / CALL. ALBAIDA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Todo terreno,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,448086,4476110,false,false
2025S000104,2025-01-01,20:00:00,AVDA. CANILLEJAS A VICALVARO / CALL. ALBAIDA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Todo terreno,Pasajero,De 35 a 39 años,Mujer,14,Sin asistencia sanitaria,448086,4476110,false,false
2025S000104,2025-01-01,20:00:00,AVDA. CANILLEJAS A VICALVARO / CALL. ALBAIDA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Mujer,14,Sin asistencia sanitaria,448086,4476110,false,false
2025S000104,2025-01-01,20:00:00,AVDA. CANILLEJAS A VICALVARO / CALL. ALBAIDA,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Turismo,Pasajero,Más de 74 años,Mujer,1,Atención en urgencias sin posterior ingreso,448086,4476110,false,false
2025S000105,2025-01-01,20:11:00,CALL. PAUL GUINARD,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 45 a 49 años,Mujer,14,Sin asistencia sanitaria,438089,4477031,false,false
2025S000105,2025-01-01,20:11:00,CALL. PAUL GUINARD,9,MONCLOA-ARAVACA,Choque contra obstáculo fijo,Despejado,Turismo,Pasajero,Más de 74 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,438089,4477031,false,false
2025S000106,2025-01-01,20:50:00,AVDA. VALLADOLID,9,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Conductor,De 45 a 49 años,Mujer,14,Sin asistencia sanitaria,438329,4475310,false,false
2025S000106,2025-01-01,20:50:00,AVDA. VALLADOLID,9,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,438329,4475310,false,false
2025S000106,2025-01-01,20:50:00,AVDA. VALLADOLID,9,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Pasajero,De 10 a 14 años,Mujer,14,Sin asistencia sanitaria,438329,4475310,false,false
2025S000106,2025-01-01,20:50:00,AVDA. VALLADOLID,9,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Pasajero,De 15 a 17 años,Mujer,14,Sin asistencia sanitaria,438329,4475310,false,false
2025S000106,2025-01-01,20:50:00,AVDA. VALLADOLID,9,MONCLOA-ARAVACA,Alcance,Despejado,Turismo,Pasajero,De 65 a 69 años,Hombre,14,Sin asistencia sanitaria,438329,4475310,false,false
2025S000107,2025-01-01,20:15:00,AVDA. MARQUES DE CORBERA / CALL. ALCALDE SAINZ DE BARANDA,15,CIUDAD LINEAL,Alcance,Despejado,Turismo,Conductor,De 60 a 64 años,Hombre,14,Sin asistencia sanitaria,444063,4474740,false,false
2025S000107,2025-01-01,20:15:00,AVDA. MARQUES DE CORBERA / CALL. ALCALDE SAINZ DE BARANDA,15,CIUDAD LINEAL,Alcance,Despejado,VMU eléctrico,Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,444063,4474740,false,false
2025S000108,2025-01-01,21:45:00,RONDA. VALENCIA,1,CENTRO,Colisión fronto-lateral,,Autobús,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,440600,4473022,false,false
2025S000108,2025-01-01,21:45:00,RONDA. VALENCIA,1,CENTRO,Colisión fronto-lateral,,Turismo,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,440600,4473022,false,false
2025S000109,2025-01-01,20:30:00,CALL. PONZANO / CALL. RIOS ROSAS,7,CHAMBERÍ,Alcance,,Turismo,Conductor,De 40 a 44 años,Hombre,,Desconocido,440717,4477078,false,false
2025S000109,2025-01-01,20:30:00,CALL. PONZANO / CALL. RIOS ROSAS,7,CHAMBERÍ,Alcance,,Turismo,Conductor,De 50 a 54 años,Hombre,,Desconocido,440717,4477078,true,false
2025S000109,2025-01-01,20:30:00,CALL. PONZANO / CALL. RIOS ROSAS,7,CHAMBERÍ,Alcance,,Turismo,Pasajero,De 30 a 34 años,Mujer,,Desconocido,440717,4477078,false,false
2025S000110,2025-01-01,22:08:00,CALL. MENDEZ ALVARO / AVDA. ENTREVIAS,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Motocicleta hasta 125cc,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,442678,4471458,false,false
2025S000110,2025-01-01,22:08:00,CALL. MENDEZ ALVARO / AVDA. ENTREVIAS,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,442678,4471458,false,false
2025S000111,2025-01-01,23:20:00,AUTOV. M-23 / AUTOV. M-40,14,MORATALAZ,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 45 a 49 años,Hombre,,Desconocido,447727,4474083,false,false
2025S000112,2025-01-01,23:39:00,CALL. PINTOR EL GRECO / CALL. MARTIN FIERRO,9,MONCLOA-ARAVACA,Caída,Despejado,Ciclomotor,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,437840,4476711,false,false
2025S000115,2025-01-01,23:35:00,CALL. ALEJANDRO MORAN,11,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,437769,4470951,false,false
2025S000115,2025-01-01,23:35:00,CALL. ALEJANDRO MORAN,11,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,437769,4470951,false,false
2025S000115,2025-01-01,23:35:00,CALL. ALEJANDRO MORAN,11,CARABANCHEL,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,437769,4470951,false,false
2025S000207,2025-01-01,13:20:00,CALL. SERRALLO / CALL. BERRUGUETE,6,TETUÁN,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,440227,4479010,false,false
2025S000216,2025-01-01,12:30:00,CALL. AYERBE / CALL. PARROCO MAXIMO MARTINEZ DE CASTRO,21,BARAJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,,Desconocido,450832,4479940,false,false
2025S000216,2025-01-01,12:30:00,CALL. AYERBE / CALL. PARROCO MAXIMO MARTINEZ DE CASTRO,21,BARAJAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 55 a 59 años,Hombre,,Desconocido,450832,4479940,false,false
2025S000161,2025-01-02,04:55:00,CALL. MARTINEZ VILLERGAS / CALL. VERDAGUER Y GARCIA,15,CIUDAD LINEAL,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,444585,4476880,false,false
2025S000161,2025-01-02,04:55:00,CALL. MARTINEZ VILLERGAS / CALL. VERDAGUER Y GARCIA,15,CIUDAD LINEAL,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,Desconocido,Desconocido,,Desconocido,444585,4476880,false,false
2025S000164,2025-01-02,06:45:00,CALL. SAN JAIME / CALL. SIERRA DE GUADALUPE,18,VILLA DE VALLECAS,Caída,Despejado,Motocicleta hasta 125cc,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447014,4470279,false,false
2025S000165,2025-01-02,07:16:00,AVDA. MENENDEZ PELAYO / AVDA. NAZARET,3,RETIRO,Caída,Despejado,Motocicleta > 125cc,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,442629,4473641,false,false
2025S000197,2025-01-02,07:40:00,AUTOV. A-4,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Furgoneta,Conductor,De 25 a 29 años,Hombre,,Desconocido,441964,4469781,false,false
2025S000197,2025-01-02,07:40:00,AUTOV. A-4,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,,Desconocido,441964,4469781,false,false
2025S000197,2025-01-02,07:40:00,AUTOV. A-4,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Turismo,Conductor,De 65 a 69 años,Hombre,,Desconocido,441964,4469781,false,false
2025S000202,2025-01-02,09:30:00,AVDA. ALBUFERA / CALL. SIERRA DE JAVALAMBRE,13,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443329,4472101,false,false
2025S000202,2025-01-02,09:30:00,AVDA. ALBUFERA / CALL. SIERRA DE JAVALAMBRE,13,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,443329,4472101,true,false
2025S000202,2025-01-02,09:30:00,AVDA. ALBUFERA / CALL. SIERRA DE JAVALAMBRE,13,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Pasajero,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,443329,4472101,false,false
2025S000202,2025-01-02,09:30:00,AVDA. ALBUFERA / CALL. SIERRA DE JAVALAMBRE,13,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Pasajero,De 25 a 29 años,Mujer,14,Sin asistencia sanitaria,443329,4472101,false,false
2025S000202,2025-01-02,09:30:00,AVDA. ALBUFERA / CALL. SIERRA DE JAVALAMBRE,13,PUENTE DE VALLECAS,Alcance,Despejado,Turismo,Pasajero,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,443329,4472101,false,false
2025S000203,2025-01-02,11:30:00,CALL. EDGAR NEVILLE / CALL. BASILICA,6,TETUÁN,Colisión lateral,Despejado,Furgoneta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,440911,4477860,false,false
2025S000203,2025-01-02,11:30:00,CALL. EDGAR NEVILLE / CALL. BASILICA,6,TETUÁN,Colisión lateral,Despejado,Turismo,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,440911,4477860,false,false
2025S000206,2025-01-02,10:35:00,AVDA. CIUDAD DE BARCELONA / CALL. DOCTOR ESQUERDO,3,RETIRO,Choque contra obstáculo fijo,Despejado,Turismo,Conductor,De 50 a 54 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442746,4472502,false,false
2025S000208,2025-01-02,11:16:00,CALL. GUETARIA / CALL. ALZOLA,12,USERA,Choque contra obstáculo fijo,Despejado,Maquinaria de obras,Conductor,De 50 a 54 años,Hombre,,Desconocido,439239,4468858,false,false
2025S000209,2025-01-02,11:10:00,CALL. GONZALO LOPEZ,11,CARABANCHEL,Colisión lateral,,Turismo,Conductor,De 60 a 64 años,Hombre,,Desconocido,438048,4470874,false,false
