fecha,hora,identificador,peatones,Número_distrito,distrito,direccion,observaciones_direccion,latitude,longitude
2024-02-04,10:00:00,PERM_PEA08_PM02,4126,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,11:00:00,PERM_PEA08_PM02,5055,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,12:00:00,PERM_PEA08_PM02,4937,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,13:00:00,PERM_PEA08_PM02,4847,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,14:00:00,PERM_PEA08_PM02,4904,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,15:00:00,PERM_PEA08_PM02,5444,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,16:00:00,PERM_PEA08_PM02,5999,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,17:00:00,PERM_PEA08_PM02,5433,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,18:00:00,PERM_PEA08_PM02,6578,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,19:00:00,PERM_PEA08_PM02,6154,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,20:00:00,PERM_PEA08_PM02,4599,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,21:00:00,PERM_PEA08_PM02,2423,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-04,22:00:00,PERM_PEA08_PM02,1757,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-02-05,23:00:00,PERM_PEA08_PM02,1141,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,00:00:00,PERM_PEA08_PM02,311,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,01:00:00,PERM_PEA08_PM02,152,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,02:00:00,PERM_PEA08_PM02,164,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,03:00:00,PERM_PEA08_PM02,116,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,04:00:00,PERM_PEA08_PM02,144,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,05:00:00,PERM_PEA08_PM02,198,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,06:00:00,PERM_PEA08_PM02,351,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,07:00:00,PERM_PEA08_PM02,661,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,08:00:00,PERM_PEA08_PM02,1365,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,09:00:00,PERM_PEA08_PM02,2583,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,10:00:00,PERM_PEA08_PM02,4159,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,11:00:00,PERM_PEA08_PM02,5063,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,12:00:00,PERM_PEA08_PM02,4966,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,13:00:00,PERM_PEA08_PM02,4849,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,14:00:00,PERM_PEA08_PM02,4915,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,15:00:00,PERM_PEA08_PM02,5465,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,16:00:00,PERM_PEA08_PM02,5942,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,17:00:00,PERM_PEA08_PM02,5447,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,18:00:00,PERM_PEA08_PM02,6585,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,19:00:00,PERM_PEA08_PM02,6141,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,20:00:00,PERM_PEA08_PM02,4595,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,21:00:00,PERM_PEA08_PM02,2400,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-04,22:00:00,PERM_PEA08_PM02,1779,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-03-05,23:00:00,PERM_PEA08_PM02,1156,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,00:00:00,PERM_PEA08_PM02,337,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,01:00:00,PERM_PEA08_PM02,158,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,02:00:00,PERM_PEA08_PM02,181,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,03:00:00,PERM_PEA08_PM02,119,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,04:00:00,PERM_PEA08_PM02,112,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,05:00:00,PERM_PEA08_PM02,197,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,06:00:00,PERM_PEA08_PM02,330,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,07:00:00,PERM_PEA08_PM02,660,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,08:00:00,PERM_PEA08_PM02,1396,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,09:00:00,PERM_PEA08_PM02,2635,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,10:00:00,PERM_PEA08_PM02,4153,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,11:00:00,PERM_PEA08_PM02,5068,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,12:00:00,PERM_PEA08_PM02,4958,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,13:00:00,PERM_PEA08_PM02,4806,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,14:00:00,PERM_PEA08_PM02,4908,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,15:00:00,PERM_PEA08_PM02,5459,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,16:00:00,PERM_PEA08_PM02,5987,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,17:00:00,PERM_PEA08_PM02,5393,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,18:00:00,PERM_PEA08_PM02,6579,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,19:00:00,PERM_PEA08_PM02,6101,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,20:00:00,PERM_PEA08_PM02,4632,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,21:00:00,PERM_PEA08_PM02,2401,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-04,22:00:00,PERM_PEA08_PM02,1781,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-04-05,23:00:00,PERM_PEA08_PM02,1144,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,00:00:00,PERM_PEA08_PM02,306,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,01:00:00,PERM_PEA08_PM02,204,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,02:00:00,PERM_PEA08_PM02,156,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,03:00:00,PERM_PEA08_PM02,93,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,04:00:00,PERM_PEA08_PM02,106,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,05:00:00,PERM_PEA08_PM02,233,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,06:00:00,PERM_PEA08_PM02,337,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,07:00:00,PERM_PEA08_PM02,691,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,08:00:00,PERM_PEA08_PM02,1403,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,09:00:00,PERM_PEA08_PM02,2570,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,10:00:00,PERM_PEA08_PM02,4128,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,11:00:00,PERM_PEA08_PM02,5042,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,12:00:00,PERM_PEA08_PM02,4979,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,13:00:00,PERM_PEA08_PM02,4838,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,14:00:00,PERM_PEA08_PM02,4910,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,15:00:00,PERM_PEA08_PM02,5455,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,16:00:00,PERM_PEA08_PM02,5966,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,17:00:00,PERM_PEA08_PM02,5438,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,18:00:00,PERM_PEA08_PM02,6616,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,19:00:00,PERM_PEA08_PM02,6138,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,20:00:00,PERM_PEA08_PM02,4590,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,21:00:00,PERM_PEA08_PM02,2423,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-04,22:00:00,PERM_PEA08_PM02,1777,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-05-05,23:00:00,PERM_PEA08_PM02,1123,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,00:00:00,PERM_PEA08_PM02,307,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,01:00:00,PERM_PEA08_PM02,170,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,02:00:00,PERM_PEA08_PM02,186,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,03:00:00,PERM_PEA08_PM02,92,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,04:00:00,PERM_PEA08_PM02,125,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,05:00:00,PERM_PEA08_PM02,208,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,06:00:00,PERM_PEA08_PM02,340,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,07:00:00,PERM_PEA08_PM02,664,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,08:00:00,PERM_PEA08_PM02,1432,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,09:00:00,PERM_PEA08_PM02,2600,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,10:00:00,PERM_PEA08_PM02,4125,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,11:00:00,PERM_PEA08_PM02,5031,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,12:00:00,PERM_PEA08_PM02,4952,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,13:00:00,PERM_PEA08_PM02,4839,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,14:00:00,PERM_PEA08_PM02,4918,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,15:00:00,PERM_PEA08_PM02,5429,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,16:00:00,PERM_PEA08_PM02,5964,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,17:00:00,PERM_PEA08_PM02,5422,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,18:00:00,PERM_PEA08_PM02,6604,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,19:00:00,PERM_PEA08_PM02,6151,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,20:00:00,PERM_PEA08_PM02,4596,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,21:00:00,PERM_PEA08_PM02,2413,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-04,22:00:00,PERM_PEA08_PM02,1771,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-06-05,23:00:00,PERM_PEA08_PM02,1136,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,00:00:00,PERM_PEA08_PM02,991,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,01:00:00,PERM_PEA08_PM02,639,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,02:00:00,PERM_PEA08_PM02,461,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,03:00:00,PERM_PEA08_PM02,255,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,04:00:00,PERM_PEA08_PM02,412,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,05:00:00,PERM_PEA08_PM02,408,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,06:00:00,PERM_PEA08_PM02,251,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,07:00:00,PERM_PEA08_PM02,520,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,08:00:00,PERM_PEA08_PM02,1001,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,09:00:00,PERM_PEA08_PM02,2116,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,10:00:00,PERM_PEA08_PM02,4191,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,11:00:00,PERM_PEA08_PM02,5212,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,12:00:00,PERM_PEA08_PM02,6118,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,13:00:00,PERM_PEA08_PM02,6537,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,14:00:00,PERM_PEA08_PM02,5726,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,15:00:00,PERM_PEA08_PM02,5735,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,16:00:00,PERM_PEA08_PM02,7407,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,17:00:00,PERM_PEA08_PM02,5970,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,18:00:00,PERM_PEA08_PM02,7650,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,19:00:00,PERM_PEA08_PM02,6799,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,20:00:00,PERM_PEA08_PM02,5539,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,21:00:00,PERM_PEA08_PM02,3254,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-04,22:00:00,PERM_PEA08_PM02,1956,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-07-05,23:00:00,PERM_PEA08_PM02,704,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,00:00:00,PERM_PEA08_PM02,323,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,01:00:00,PERM_PEA08_PM02,193,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,02:00:00,PERM_PEA08_PM02,145,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,03:00:00,PERM_PEA08_PM02,107,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,04:00:00,PERM_PEA08_PM02,125,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,05:00:00,PERM_PEA08_PM02,187,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,06:00:00,PERM_PEA08_PM02,331,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,07:00:00,PERM_PEA08_PM02,643,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,08:00:00,PERM_PEA08_PM02,1237,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,09:00:00,PERM_PEA08_PM02,2442,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,10:00:00,PERM_PEA08_PM02,3110,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,11:00:00,PERM_PEA08_PM02,5403,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,12:00:00,PERM_PEA08_PM02,4981,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,13:00:00,PERM_PEA08_PM02,4149,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,14:00:00,PERM_PEA08_PM02,5302,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,15:00:00,PERM_PEA08_PM02,5742,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,16:00:00,PERM_PEA08_PM02,7425,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,17:00:00,PERM_PEA08_PM02,7334,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,18:00:00,PERM_PEA08_PM02,6636,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,19:00:00,PERM_PEA08_PM02,6559,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,20:00:00,PERM_PEA08_PM02,4706,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,21:00:00,PERM_PEA08_PM02,2290,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-04,22:00:00,PERM_PEA08_PM02,1425,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-08-05,23:00:00,PERM_PEA08_PM02,625,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,00:00:00,PERM_PEA08_PM02,296,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,01:00:00,PERM_PEA08_PM02,200,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,02:00:00,PERM_PEA08_PM02,144,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,03:00:00,PERM_PEA08_PM02,113,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,04:00:00,PERM_PEA08_PM02,136,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,05:00:00,PERM_PEA08_PM02,242,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,06:00:00,PERM_PEA08_PM02,353,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,07:00:00,PERM_PEA08_PM02,670,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,08:00:00,PERM_PEA08_PM02,1386,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,09:00:00,PERM_PEA08_PM02,2621,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,10:00:00,PERM_PEA08_PM02,4179,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,11:00:00,PERM_PEA08_PM02,5051,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,12:00:00,PERM_PEA08_PM02,4953,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,13:00:00,PERM_PEA08_PM02,4817,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,14:00:00,PERM_PEA08_PM02,4919,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,15:00:00,PERM_PEA08_PM02,5426,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,16:00:00,PERM_PEA08_PM02,5948,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,17:00:00,PERM_PEA08_PM02,5425,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,18:00:00,PERM_PEA08_PM02,6588,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,19:00:00,PERM_PEA08_PM02,6135,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,20:00:00,PERM_PEA08_PM02,4596,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,21:00:00,PERM_PEA08_PM02,2393,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-04,22:00:00,PERM_PEA08_PM02,1768,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-09-05,23:00:00,PERM_PEA08_PM02,1142,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,00:00:00,PERM_PEA08_PM02,327,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,01:00:00,PERM_PEA08_PM02,169,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,02:00:00,PERM_PEA08_PM02,169,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,03:00:00,PERM_PEA08_PM02,92,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,04:00:00,PERM_PEA08_PM02,135,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,05:00:00,PERM_PEA08_PM02,215,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,06:00:00,PERM_PEA08_PM02,341,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,07:00:00,PERM_PEA08_PM02,686,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,08:00:00,PERM_PEA08_PM02,1360,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,09:00:00,PERM_PEA08_PM02,2595,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,10:00:00,PERM_PEA08_PM02,4171,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
2024-10-04,11:00:00,PERM_PEA08_PM02,5064,1,Centro,"Gran Vía 33, 28013 Madrid",Acera Impares,40.420153,-3.704359
